16666667
38097984420424	38098026910654	38097996181731
38098000442962	38098043525347	38098013902347
38098045380193	38098076823885	38098055502347
38098074590347	38098110146039	38098087822578
38098093058039	38098126769654	38098108179193
38098111475193	38098143422962	38098125185347
38098128166347	38098160080731	38098142566039
38098136600501	38098176902347	38098158244501
38098149378347	38098193386347	38098173578654
38098165310885	38098210084808	38098189737116
38098201229347	38098243325424	38098212190578
38098225853731	38098259984808	38098241240116
38098235364808	38098276629962	38098256735808
38098421524731	38098465090962	38098437766962
38098434163578	38098481723885	38098452159578
38098476869654	38098498375193	38098478201039
38098549302654	38098581622885	38098554245039
38098590687501	38098631590885	38098597513039
38098626114578	38098664873654	38098636885347
38098665496731	38098698175885	38098672288424
38098702184424	38098731492808	38098715580424
38098719754578	38098764774039	38098733713424
38098746069731	38098781464731	38098754890654
38098783918578	38098814728116	38098797835501
38098853021731	38098881328424	38098868921962
38098876248424	38098914617654	38098890879501
38098883767193	38098931271578	38098900805116
38098974930347	38099014515270	38098969242039
38099031688808	38099064494270	38099045462347
38099061014578	38099097765039	38099075905962
38099090437116	38099131068501	38099102601654
38099156335808	38099197705962	38099172972193
38099176434962	38099214311501	38099182273347
38099191894962	38099230959578	38099196300501
38099202298270	38099247615193	38099210857731
38099214059808	38099264267501	38099228273039
38099232211808	38099280918270	38099245054885
38099280534962	38099314219808	38099290634655
38099300786885	38099330858270	38099314410347
38099313950039	38099347519270	38099328930347
38099391527193	38099430768424	38099406273424
38099443084193	38099480720501	38099456802885
38099467217116	38099497374270	38099483242962
38099492355270	38099530681116	38099500468731
38099499873655	38099547328731	38099515443578
38099574634578	38099613909655	38099588941116
38099629577424	38099663861962	38099643106655
38099649084193	38099680506039	38099662330039
38099656499270	38099697229039	38099677903808
38099699205731	38099730461347	38099708572193
38099716302039	38099747102962	38099730862885
38099771474347	38099813734039	38099786070885
38099821343501	38099863656501	38099822723193
38099847661962	38099880319578	38099861293655
38099868361116	38099896958655	38099876110347
38099899441731	38099930247885	38099912818347
38099911511193	38099946907270	38099926975885
38099964301962	38099996863501	38099978738270
38099976832808	38100013499808	38099992891193
38100004469424	38100046810347	38100014322885
38100060766039	38100096748424	38100050503885
38100118181962	38100163533116	38100130334655
38100202464116	38100246642270	38100195173116
38100402600424	38100490161039	38100409980116
38100450962885	38100506825424	38100462182962
38100485213655	38100523471501	38100477410962
38100565006885	38100606721962	38100564701347
38100600553116	38100640019885	38100610410885
38100617846039	38100656671270	38100626884193
38100650734962	38100689971808	38100664927270
38100676344808	38100706606578	38100681090270
38100707789655	38100739914655	38100720341039
38100725457655	38100756568732	38100739527885
38100772753655	38100806503578	38100785448424
38100815723885	38100856459501	38100829823270
38100857117116	38100889767808	38100874569039
38100873970039	38100906420732	38100885271885
38100905110039	38100939712501	38100919279501
38100915896808	38100956363501	38100934063501
38100965850578	38101006353347	38100975155885
38101010363193	38101039652424	38101023167885
38101028447501	38101072939578	38101039586578
38101047646885	38101089569116	38101056960808
38101088477732	38101122843270	38101099654347
38101118074039	38101156210962	38101128438578
38101154081039	38101189463578	38101158368424
38101211453347	38101256097655	38101220237732
38101223218885	38101272882270	38101231337732
38101327533424	38101372656193	38101322278885
38101522956116	38101555759578	38101482909347
38101590198347	38101622360501	38101597868116
38101641514962	38101672298655	38101641199578
38101670547270	38101705599270	38101677462578
38101689290347	38101722259808	38101697603270
38101700393655	38101738903808	38101711774270
38101778456424	38101822147808	38101791920116
38101802031270	38101838812732	38101818010270
38101840795885	38101872106578	38101850782655
38101895079885	38101938695809	38101903959270
38101923994270	38101955428116	38101936918270
38101974062347	38102005299885	38101979744116
38102003374962	38102038623270	38102017537039
38102023087270	38102055274655	38102033596501
38102061857655	38102105192501	38102059962347
38102089020424	38102121856732	38102094837655
38102134585039	38102171797732	38102140235270
38102154435193	38102188448193	38102168404501
38102169157424	38102205087578	38102183243578
38102210214578	38102255041116	38102217096732
38102247129116	38102288366655	38102259506270
38102267843270	38102305000424	38102269191270
38102286927809	38102321650962	38102303301962
38102320102962	38102354955270	38102333999885
38102362673962	38102404911578	38102378104501
38102381481116	38102421557116	38102397074578
38102443264424	38102488140501	38102454224193
38102472257424	38102504804732	38102477653732
38102494510039	38102538120809	38102505721655
38102506994270	38102554757962	38102519341655
38102560823193	38102604912809	38102559867578
38102593642347	38102638007501	38102607126655
38102633442962	38102671302270	38102639121039
38102672094270	38102704591578	38102679511885
38102693421732	38102737886885	38102707727270
38102710478578	38102754576501	38102726580193
38102729907193	38102771193039	38102741010270
38102742330347	9223372036854775807	38102756619885

