16666667
38546454537143	38546511894989	38546459002681
38546474081143	38546528773066	38546479019835
38546493463912	38546545208527	38546500316450
38546504110604	38546561853681	38546509380527
38546522867527	38546578507527	38546528308835
38546536254604	38546595159220	38546541471835
38546555129143	38546611810989	38546560446989
38546569500450	38546628461989	38546574812527
38546588269373	38546645117681	38546593257066
38546602950373	38546661742912	38546608151604
38546622872835	38546678408527	38546628194604
38546638076220	38546695042066	38546643029989
38546657491912	38546711707220	38546662757989
38546671613681	38546728357373	38546676569143
38546690591912	38546745003527	38546695785143
38546704778681	38546761655297	38546710183527
38546722744835	38546778345989	38546728093143
38546736970297	38546794991220	38546742059527
38546754903835	38546811593066	38546760211912
38546769774066	38546828256143	38546775145450
38546789637143	38546844897143	38546794925989
38546803286604	38546861539220	38546808745066
38546824626681	38546878211835	38546828558297
38546837150681	38546894860835	38546842440143
38546854625758	38546911506297	38546859828527
38546872456220	38546928178604	38546877467297
38546891239527	38546944798989	38546895493373
38546911354604	38546961453373	38546916429066
38546919326297	38546978108527	38546924676143
38546937204758	38546994738989	38546942285989
38546953232220	38547011404835	38546958368527
38546972423220	38547028077373	38546977248143
38546986237066	38547044704143	38546991507912
38547004233989	38547061340220	38547009573681
38547023337450	38547078003604	38547028413681
38547036499297	38547094654066	38547041510604
38547058972835	38547111306374	38547064062297
38547072453989	38547127953450	38547077191527
38547086384758	38547144594681	38547091706681
38547104485989	38547161249758	38547109654297
38547122915297	38547177885681	38547128158989
38547140607220	38547194537450	38547145809989
38547154754066	38547211191297	38547160210604
38547170573758	38547227929066	38547175986604
38547185990681	38547244501143	38547191316220
38547205089758	38547261153143	38547209873758
38547220570681	38547277798604	38547225782681
38547235656143	38547294451220	38547240959835
38547254919912	38547311089989	38547260192758
38547269132527	38547327731527	38547274354374
38547288109066	38547344393989	38547293432220
38547304630604	38547361052450	38547309482374
38547323296758	38547377682989	38547328637681
38547336182297	38547394333758	38547341456758
38547354812450	38547411000220	38547360126604
38547370056220	38547427643835	38547375385374
38547388188450	38547444298989	38547392856143
38547405597989	38547460950374	38547410997681
38547421231527	38547477588220	38547426531912
38547436843835	38547494242604	38547441280143
38547455138297	38547510906066	38547460214604
38547470280450	38547527547297	38547475443297
38547488835527	38547544286604	38547493938989
38547501899604	38547560850912	38547507271912
38547522470297	38547577495604	38547527842989
38547535968527	38547594154912	38547541401681
38547552722066	38547610803220	38547558108450
38547571381681	38547627445374	38547576803297
38547591590066	38547644089374	38547596756450
38547605502989	38547660743527	38547610678066
38547618978604	38547677394912	38547624323527
38547636798374	38547694055220	38547641975912
38547652824450	38547710699912	38547657731912
38547670476527	38547727342681	38547675682604
38547691753066	38547743990374	38547696654066
38547702461681	38547760735604	38547707817989
38547722418374	38547777305374	38547727608220
38547737283297	38547793946374	38547742497066
38547755249143	38547810592220	38547760489681
38547768509143	38547827263912	38547773875527
38547787704527	38547843873681	38547792729989
38547804278066	38547860537374	38547809409681
38547823759297	38547877181681	38547829180220
38547836190681	38547893856450	38547841317143
38547854469450	38547910494374	38547859229374
38547869153374	38547927138066	38547874466681
38547888448527	38547943789681	38547894118989
38547903270604	38547960437989	38547908489758
38547918311220	38547977089374	38547923699220
38547937101758	38547993738066	38547942261989
38547951783220	38548010385758	38547957166912
38547969829758	38548027043220	38547974817143
38547987378989	38548043686989	38547992762912
38548003187527	38548060338604	38548008524450
38548032411835	38548076995220	38548032928143
38548049441066	38548093642297	38548054713758
38548060954066	38548110286604	38548066244835
38548084347835	38548126936143	38548084080758
38548096141374	38548143593450	38548101372527
38548124693758	38548160226604	38548129933066
38548130333143	38548176873143	38548135690604
38548134613758	38548193526989	38548141061681
38548153574912	38548210181374	38548158529681
38548167120835	38548226818374	38548172463527
38548185194297	38548243467912	38548190165450
38548202507604	38548260130681	38548207689758
38548218070912	38548276785758	38548223526912
38548235686912	38548293436143	38548241257066
38548254417758	38548310135220	38548259556835
38548270677681	38548326734374	38548274766912
38548284740220	38548343429450	38548290068450
38548301535527	38548360059912	38548306808220
38548320663220	38548376676143	38548325468527
38548335881066	38548393336527	38548341304450
38548354050912	38548409983220	38548359276220
38548368778989	38548426632220	38548374051527
38548386786912	38548443265989	38548391947297
38548401868451	38548459962374	38548407253681
38548420317374	38548476577989	38548425465989
38548434953758	38548493278604	38548440281681
38548455444835	38548509897681	38548460649374
38548471371220	38548526542681	38548476879912
38548486896143	38548543178374	38548491993143
38548501671604	38548559812220	38548506671297
38548520855835	38548576467297	38548526150912
38548534829681	38548593114604	38548540334604
38548556328143	9223372036854775807	38548561281066

